Product_Code,ProductName,Description,New Item Description
PVVSO0629,Vivel Lotus Oil 100Gms_PVVSO0629,Vivel Lotus Oil 100Gms_PVVSO0629,
PVVSO0712,Vivel Cool Mint 51g_PVVSO0712,Vivel Cool Mint 51g_PVVSO0712,
PVVSO0715,Vivel Cool Mint 100g_PVVSO0715,Vivel Cool Mint 100g_PVVSO0715,
PVVSO0759,Vivel Cool Mint 48g (H)_PVVSO0759,Vivel Cool Mint 48g (H)_PVVSO0759,
PVVSO0795,Vivel AloeVera 100g+SoapDish Fr(H)_PVVSO0795,Vivel AloeVera 100g+SoapDish Fr(H)_PVVSO0795,
PVVSO0796,Vivel LotusOil 100g+SoapDish Fr(H)_PVVSO0796,Vivel LotusOil 100g+SoapDish Fr(H)_PVVSO0796,
PVVSO0797,Vivel CoolMint 100g+SoapDish Fr(H)_PVVSO0797,Vivel CoolMint 100g+SoapDish Fr(H)_PVVSO0797,
PVVSO0814,Vivel Aloe Vera 100g (New Price)_PVVSO0814,Vivel Aloe Vera 100g (New Price)_PVVSO0814,
PVVSO0815,Vivel Lotus Oil 100g (New Price)_PVVSO0815,Vivel Lotus Oil 100g (New Price)_PVVSO0815,
PVVSO0816,Vivel Cool Mint 100g (New Price)_PVVSO0816,Vivel Cool Mint 100g (New Price)_PVVSO0816,
